iter	Logloss
150	0.4056721424
151	0.4052571788
152	0.4050469
153	0.4047805017
154	0.4045780235
155	0.4043880781
156	0.4042846244
157	0.4040315364
158	0.4037504493
159	0.4034673655
160	0.403226929
161	0.4030792958
162	0.4027782386
163	0.402541639
164	0.4021051541
165	0.4019292081
166	0.4016867253
167	0.4014632171
168	0.4012964348
169	0.4010694809
170	0.4008581407
171	0.4006952792
172	0.4005688825
173	0.400294114
174	0.399986114
175	0.3997560344
176	0.3996082722
177	0.3993631711
178	0.3992517437
179	0.3991496104
180	0.398999856
181	0.3988388977
182	0.3984810661
183	0.3983510745
184	0.3982260293
185	0.3980795834
186	0.3977716672
187	0.3975731214
188	0.3973965662
189	0.397256608
190	0.3970696265
191	0.3969087472
192	0.3967036807
193	0.3965138394
194	0.3963046102
195	0.3960996294
196	0.3959697918
197	0.395570945
198	0.3954725583
199	0.3953513039
200	0.3951683325
201	0.3949967189
202	0.3947818202
203	0.3944784519
204	0.3942997563
205	0.3940733106
206	0.393947462
207	0.3937778477
208	0.3935702364
209	0.3933504015
210	0.3931825038
211	0.3930277844
212	0.3926901504
213	0.3925256026
214	0.3924124422
215	0.3921828755
216	0.3920681797
217	0.3918480257
218	0.3917097668
219	0.3915683508
220	0.3914100497
221	0.3912787867
222	0.3911641466
223	0.3908989092
224	0.3907531534
225	0.3906600856
226	0.3905401773
227	0.3903167432
228	0.3902191798
229	0.3900886763
230	0.3898602031
231	0.3894571027
232	0.3893449793
233	0.3892326025
234	0.389035232
235	0.3887909952
236	0.3885313142
237	0.3884181593
238	0.3882532782
239	0.3881071176
240	0.3879635154
241	0.3877977226
242	0.3877211672
243	0.3876009903
244	0.3874965566
245	0.3874149358
246	0.3872842869
247	0.3870350308
248	0.3869356908
249	0.3867711517
250	0.3866230311
251	0.3864867771
252	0.3863344386
253	0.38621002
254	0.3860668993
255	0.3859209481
256	0.3858195989
257	0.385657284
258	0.3855418894
259	0.3853981928
260	0.3852796836
261	0.3851455562
262	0.3849996132
263	0.3848858223
264	0.3847483833
265	0.3845726055
266	0.3844303138
267	0.3842945588
268	0.3841432064
269	0.3840358837
270	0.3839405283
271	0.3838145213
272	0.3836464433
273	0.3835149953
274	0.3833618988
275	0.3831449609
276	0.382959445
277	0.3828511423
278	0.3827173242
279	0.3825386258
280	0.3823951673
281	0.3822346338
282	0.3820744358
283	0.3818697413
284	0.381798014
285	0.3816557604
286	0.3815192876
287	0.3814002948
288	0.381163309
289	0.3810020468
290	0.3808529441
291	0.3807522589
292	0.3806553671
293	0.3805965919
294	0.380476892
295	0.380383196
296	0.3802295694
297	0.3800295026
298	0.3799160097
299	0.3797385658
300	0.3796182946
301	0.3794402935
302	0.3793327771
303	0.3790943215
304	0.378899717
305	0.3787182968
306	0.3785922556
307	0.3784540309
308	0.3782689552
309	0.3781501401
310	0.3780406296
311	0.3779752817
312	0.3778462992
313	0.377739776
314	0.3776518096
315	0.3775612702
316	0.3774457809
317	0.3773198434
318	0.3772502648
319	0.3771402192
320	0.3770105787
321	0.3769005121
322	0.3767400516
323	0.3766473399
324	0.3765789383
325	0.3763534156
326	0.3761997481
327	0.376057686
328	0.3759900486
329	0.3758668409
330	0.3757450396
331	0.3755401005
332	0.3754059585
333	0.3752776931
334	0.3751711213
335	0.3750483355
336	0.3748954323
337	0.3747413888
338	0.3746615781
339	0.3744513528
340	0.3743269892
341	0.3741993771
342	0.3740462239
343	0.373914334
344	0.3735211214
345	0.3733980012
346	0.3732812402
347	0.373144723
348	0.3730040456
349	0.3728035449
350	0.3726821632
351	0.3725518086
352	0.3723065732
353	0.3721855013
354	0.3719908963
355	0.3718263985
356	0.3717323801
357	0.371544556
358	0.3713506033
359	0.3710143077
360	0.3708649381
361	0.3707450695
362	0.370654407
363	0.3704250342
364	0.370318577
365	0.3702003665
366	0.3700673987
367	0.3699519703
368	0.3698523562
369	0.3696998811
370	0.3696079238
371	0.3694988315
372	0.3693766844
373	0.3691913227
374	0.3690219126
375	0.3688297836
376	0.3687155061
377	0.3686173748
378	0.3684481275
379	0.3683812057
380	0.3682532722
381	0.3681511106
382	0.3679112967
383	0.3677513589
384	0.3676457036
385	0.3675530855
386	0.367353212
387	0.3672453452
388	0.3670159324
389	0.3668856105
390	0.3667503787
391	0.3666333941
392	0.36651235
393	0.3664203002
394	0.3663104624
395	0.3661502755
396	0.3660466202
397	0.3658655917
398	0.3658011098
399	0.36561123
400	0.3655209613
401	0.3654189303
402	0.3652357083
403	0.3650568085
404	0.3649494114
405	0.3646415052
406	0.3644017778
407	0.3641878868
408	0.3640645401
409	0.363925809
410	0.3637815648
411	0.3636067493
412	0.3635245127
413	0.3634188858
414	0.3633392519
415	0.3632523757
416	0.3631506201
417	0.36287874
418	0.3626964105
419	0.3625906892
420	0.3623881134
421	0.3623176017
422	0.3620564381
423	0.3619421019
424	0.3617110489
425	0.3614864529
426	0.361242797
427	0.3610049993
428	0.3608934483
429	0.360771545
430	0.3605524838
431	0.3604705133
432	0.3602016811
433	0.3600614241
434	0.3597815788
435	0.3595164494
436	0.3594429976
437	0.3592627268
438	0.3591105848
439	0.3589699608
440	0.3587975741
441	0.3586779368
442	0.3585845993
443	0.3585048943
444	0.3583886223
445	0.3581752033
446	0.3580407007
447	0.3578837074
448	0.357798665
449	0.357521496
450	0.3574271864
451	0.3572079922
452	0.3570359946
453	0.3568264551
454	0.3566214146
455	0.356496936
456	0.3562355666
457	0.356070701
458	0.3559072727
459	0.3557326252
460	0.3555889314
461	0.355350164
462	0.3551023416
463	0.3550125569
464	0.3547585906
465	0.3545983804
466	0.3544818574
467	0.3543646311
468	0.3542539177
469	0.3540393563
470	0.3538710155
471	0.3537359268
472	0.3535551663
473	0.3533391187
474	0.3532360723
475	0.3531308335
476	0.352918921
477	0.3528065741
478	0.3526889841
479	0.3525856075
480	0.3525055067
481	0.3523466581
482	0.3521469487
483	0.352070029
484	0.3518382713
485	0.3516561427
486	0.3515407999
487	0.3514475517
488	0.3512824079
489	0.3511793097
490	0.3510912948
491	0.3509717646
492	0.3507691618
493	0.3507045911
494	0.350518738
495	0.3504471766
496	0.3501489294
497	0.3500106671
498	0.3498721309
499	0.3496850994
500	0.3495510784
501	0.3494608093
502	0.349365005
503	0.3492439054
504	0.349068751
505	0.3489085911
506	0.3487662254
507	0.3486964037
508	0.3485203095
509	0.3484411103
510	0.3482878196
511	0.3481529761
512	0.3480351899
513	0.3478803381
514	0.3475424422
515	0.3472240928
516	0.3470819092
517	0.3469544558
518	0.3468935338
519	0.3467376627
520	0.3465338264
521	0.3463582535
522	0.3462387708
523	0.346068877
524	0.3458840209
525	0.345770507
526	0.3455904536
527	0.3454290186
528	0.345193383
529	0.3450319059
530	0.3448870338
531	0.3447285608
532	0.3445335488
533	0.3444205597
534	0.3442930274
535	0.3441609441
536	0.344055869
537	0.3439451062
538	0.3438457201
539	0.3437155462
540	0.3435878139
541	0.3433506955
542	0.3432468993
543	0.3431268844
544	0.3430170126
545	0.3428846785
546	0.3427482062
547	0.3425429927
548	0.3424286901
549	0.3422704957
550	0.3421493189
551	0.3419756112
552	0.3418724518
553	0.3417421905
554	0.341615266
555	0.3414428786
556	0.3413261248
557	0.3411448455
558	0.341030176
559	0.340901498
560	0.3407990744
561	0.340710127
562	0.3404978184
563	0.3403414976
564	0.3402479603
565	0.3401026449
566	0.3399768781
567	0.3398800433
568	0.3397773477
569	0.3396366681
570	0.3395269969
571	0.3394119652
572	0.339248206
573	0.3390907876
574	0.3389920936
575	0.3387661432
576	0.3385971367
577	0.3384176532
578	0.3382737714
579	0.3381186893
580	0.3380249947
581	0.3379163612
582	0.3377999493
583	0.3376887614
584	0.3375516453
585	0.3373370166
586	0.3372768125
587	0.3370715021
588	0.3368553305
589	0.3367577335
590	0.3366055784
591	0.3364704881
592	0.3363833373
593	0.3361688229
594	0.3361034995
595	0.3359522858
596	0.335859182
597	0.3356839313
598	0.3355668993
599	0.3354561458
600	0.3353976335
601	0.3352309694
602	0.3350648225
603	0.3349989013
604	0.334778212
605	0.3346674461
606	0.3345790722
607	0.3344546049
608	0.334347825
609	0.3342329466
610	0.3341541445
611	0.3340269572
612	0.3338271601
613	0.3337195609
614	0.3336110397
615	0.333433335
616	0.3332918547
617	0.3331491006
618	0.3330694448
619	0.3329054852
620	0.3327994606
621	0.3327005986
622	0.3324219017
623	0.332347789
624	0.3322224986
625	0.3321257995
626	0.3320254748
627	0.3319443084
628	0.3318019452
629	0.331621884
630	0.3315159213
631	0.3313793119
632	0.3313026603
633	0.3312379704
634	0.3311834061
635	0.3310329648
636	0.3309182464
637	0.3307919848
638	0.33065409
639	0.3305968565
640	0.3304688457
641	0.3303383591
642	0.3301590338
643	0.3300743639
644	0.3300002173
645	0.3299006803
646	0.3297661653
647	0.3295350399
648	0.3293798717
649	0.329303225
650	0.3291540836
651	0.3290358998
652	0.3289363096
653	0.3288016514
654	0.3286649503
655	0.3285858388
656	0.328483781
657	0.3283057312
658	0.328187831
659	0.3280575433
660	0.3280085084
661	0.3277953703
662	0.3276699673
663	0.3275728804
664	0.3274345366
665	0.3273269176
666	0.3271913606
667	0.3270728165
668	0.3269864291
669	0.3269133751
670	0.3267819081
671	0.3266952446
672	0.3265724837
673	0.3264470527
674	0.3262769164
675	0.3260867589
676	0.3259883537
677	0.325811872
678	0.3256945574
679	0.3255033807
680	0.325412265
681	0.325306496
682	0.3251967133
683	0.3250735871
684	0.3249686843
685	0.3247849338
686	0.3246848377
687	0.3245494726
688	0.3244703829
689	0.3243339148
690	0.3242397571
691	0.3241366885
692	0.3240245713
693	0.3239079082
694	0.3237980088
695	0.3237140068
696	0.3236433186
697	0.323548868
698	0.3234487704
699	0.3233268832
700	0.3232452891
701	0.3231293558
702	0.3230104405
703	0.3229006266
704	0.3227458231
705	0.3226600548
706	0.3225803787
707	0.3224935096
708	0.3224103756
709	0.3223295198
710	0.3222540018
711	0.3221470648
712	0.3220307943
713	0.3218732373
714	0.3217958959
715	0.3217384577
716	0.3216106467
717	0.3215404207
718	0.3214425596
719	0.3213616768
720	0.3212710188
721	0.3211820844
722	0.3210543008
723	0.3209187233
724	0.3207841505
725	0.3206802661
726	0.3205341113
727	0.3203052674
728	0.32012401
729	0.3199824315
730	0.3199199119
731	0.3197503095
732	0.319614323
733	0.3194878539
734	0.319405155
735	0.3192895276
736	0.3192010074
737	0.3190791085
738	0.318957498
739	0.3188201056
740	0.3187402328
741	0.3186143529
742	0.3185161098
743	0.3183805711
744	0.3182185801
745	0.3181218341
746	0.3180248105
747	0.3178666134
748	0.3177296858
749	0.3175876877
750	0.3175242091
751	0.3174385015
752	0.3173384394
753	0.3172459298
754	0.3171693698
755	0.3170698041
756	0.3169441531
757	0.3166922765
758	0.3166069555
759	0.3164937175
760	0.3163705047
761	0.3163030274
762	0.3162412097
763	0.316075369
764	0.3158886621
765	0.3157734852
766	0.3156756356
767	0.315528726
768	0.3154696587
769	0.3153711597
770	0.315256774
771	0.3151375563
772	0.3150115137
773	0.3149110649
774	0.3148037788
775	0.3146970843
776	0.3145961003
777	0.314517558
778	0.3144095572
779	0.3143280733
780	0.3142268279
781	0.3141693049
782	0.3141052988
783	0.3140584136
784	0.3138255496
785	0.3136777532
786	0.3136016228
787	0.3135559916
788	0.3134795457
789	0.3134139282
790	0.313325075
791	0.3131957455
792	0.313113963
793	0.3130104613
794	0.3128625934
795	0.3127334321
796	0.3126795363
797	0.3125918272
798	0.3124542421
799	0.3123403269
800	0.3122851992
801	0.31215615
802	0.3121040244
803	0.3119903455
804	0.3118930881
805	0.311782035
806	0.3116293978
807	0.3115778959
808	0.3114546039
809	0.3113573723
810	0.3112491041
811	0.3111450455
812	0.3109596292
813	0.3108521176
814	0.3106733795
815	0.3105699682
816	0.3104728821
817	0.3104038663
818	0.3103165687
819	0.310194062
820	0.3100885794
821	0.309922372
822	0.3098543059
823	0.3097382596
824	0.3096925371
825	0.3095191418
826	0.3094202257
827	0.3093350084
828	0.309257016
829	0.3091541942
830	0.3090424478
831	0.3089639777
832	0.308862921
833	0.3087520053
834	0.3085926526
835	0.308514521
836	0.3084531752
837	0.3083515897
838	0.3082703687
839	0.3081606107
840	0.3080776274
841	0.3080028767
842	0.3078925972
843	0.3077987093
844	0.3076489008
845	0.3075476535
846	0.3072980099
847	0.3071798826
848	0.3070313725
849	0.3069480461
850	0.3068614335
851	0.3067752683
852	0.3066466983
853	0.3065815573
854	0.30647528
855	0.3063668117
856	0.3062528431
857	0.3061074757
858	0.3060200226
859	0.3059615156
860	0.305864619
861	0.3057577085
862	0.3056711818
863	0.3055413753
864	0.3054251824
865	0.3052918073
866	0.3051727575
867	0.3050481069
868	0.3049533429
869	0.3048837496
870	0.3047544785
871	0.3046653312
872	0.3045552686
873	0.3045449332
874	0.3044095661
875	0.3043065791
876	0.3040740676
877	0.3039678067
878	0.3039113538
879	0.3038425211
880	0.303724815
881	0.303626969
882	0.3035391475
883	0.3034200881
884	0.3033327425
885	0.3032347125
886	0.3031356847
887	0.3030412632
888	0.3029512783
889	0.3028572509
890	0.3027611327
891	0.302639379
892	0.3024817129
893	0.3023697171
894	0.3022428841
895	0.3021147582
896	0.3020095278
897	0.3019028056
898	0.3018661252
899	0.301769632
900	0.3016472905
901	0.3015291634
902	0.3014386745
903	0.3013805785
904	0.3012343134
905	0.3011383729
906	0.3010262952
907	0.3009593971
908	0.3008214172
909	0.3007549224
910	0.300649436
911	0.3005666062
912	0.3004087659
913	0.3002996289
914	0.3001737784
915	0.3001084245
916	0.2999853694
917	0.2999188077
918	0.2998249502
919	0.2996904856
920	0.2995879824
921	0.2995426853
922	0.2995087599
923	0.2994033583
924	0.2993393241
925	0.2992457143
926	0.2991240197
927	0.2990154047
928	0.298796991
929	0.2986753566
930	0.2986209
931	0.2985170996
932	0.2984174829
933	0.2983316509
934	0.2982197571
935	0.2981490992
936	0.2980787399
937	0.2980250153
938	0.2979606715
939	0.2978929872
940	0.2977953956
941	0.2976649141
942	0.2975825734
943	0.297471484
944	0.297384591
945	0.297279162
946	0.2971388486
947	0.2969537163
948	0.2969060862
949	0.296800863
950	0.2967194462
951	0.2966216833
952	0.2965245639
953	0.2964731085
954	0.2963633518
955	0.2962925223
956	0.2962066941
957	0.2961443429
958	0.296084747
959	0.2959383062
960	0.2958510667
961	0.2957494633
962	0.2956501099
963	0.2955898402
964	0.2954644487
965	0.2953782545
966	0.2953253529
967	0.2952287675
968	0.295104606
969	0.2950378053
970	0.2949515588
971	0.2948401739
972	0.2946964946
973	0.2945993185
974	0.2945382344
975	0.2944637268
976	0.294285107
977	0.2942252842
978	0.2941085104
979	0.2940470628
980	0.2939324197
981	0.2938382802
982	0.2937370093
983	0.2936049976
984	0.2934978538
985	0.2934408133
986	0.2933912108
987	0.293309655
988	0.2930892655
989	0.2929853067
990	0.2928873217
991	0.2928098071
992	0.2927333029
993	0.2926770465
994	0.2925101132
995	0.2924813827
996	0.2924204329
997	0.2923022239
998	0.2921968504
999	0.2920856806
